,0,1,階,賃料/管理費,敷金/礼金,間取り/専有面積,6,お気に入り,8,NewArrival,マンション名,住所,最寄り駅,築年数,建物高さ
714,"
 
","




","
											9階","

9.9万円
8000円

","

9.9万円
9.9万円

","

1K
20.32m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,カレドタワー,東京都港区東麻布１,都営大江戸線/赤羽橋駅 歩5分 --- 東京メトロ日比谷線/神谷町駅 歩7分 --- 都営三田線/芝公園駅 歩10分,築7年,13階建
715,"
 
","




","
											2階","

8.8万円
5000円

","

8.8万円
8.8万円

","

ワンルーム
20.61m2

","

動画

","



追加

追加

","
詳細を見る",New,ＪＲ山手線 田町駅 8階建 築7年,東京都港区三田３,ＪＲ山手線/田町駅 歩6分 --- 都営浅草線/三田駅 歩4分 --- 都営大江戸線/赤羽橋駅 歩14分,築7年,8階建
716,"
 
","




","
											8階","

11.8万円
-

","

23.6万円
23.6万円

","

1K
25.29m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,オアーゼ芝浦レジデンス,東京都港区芝浦２,ＪＲ山手線/田町駅 歩7分 --- 都営三田線/三田駅 歩8分 --- 都営三田線/芝公園駅 歩14分,築7年,14階建
717,"
 
","




","
											10階","

12万円
-

","

24万円
24万円

","

1K
25.29m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,オアーゼ芝浦レジデンス,東京都港区芝浦２,ＪＲ山手線/田町駅 歩7分 --- 都営三田線/三田駅 歩8分 --- 都営三田線/芝公園駅 歩14分,築7年,14階建
718,"
 
","




","
											9階","

10.3万円
7000円

","

10.3万円
10.3万円

","

1K
21.8m2

","


","



追加

追加

","
詳細を見る",New,サンクレスト弐番館,東京都港区西新橋１,ＪＲ山手線/新橋駅 歩7分 --- 東京メトロ銀座線/虎ノ門駅 歩4分 --- 都営三田線/内幸町駅 歩5分,築9年,10階建
719,"
 
","




","
											9階","

10.3万円
7000円

","

10.3万円
10.3万円

","

1K
21.8m2

","


","



追加

追加

","
詳細を見る",Exsiting,東京メトロ銀座線 虎ノ門駅 10階建 築9年,東京都港区西新橋１,東京メトロ銀座線/虎ノ門駅 歩4分 --- 都営三田線/内幸町駅 歩7分 --- 東京メトロ銀座線/新橋駅 歩9分,築9年,10階建
720,"
 
","




","
											12階","

9.6万円
12000円

","

-
-

","

1K
20.8m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,東京メトロ銀座線 新橋駅 地下1地上14階建 築8年,東京都港区新橋６,東京メトロ銀座線/新橋駅 歩9分 --- 都営三田線/御成門駅 歩6分 --- 都営大江戸線/汐留駅 歩8分,築8年,地下1地上14階建
721,"
 
","




","
											12階","

10.1万円
12000円

","

-
-

","

1K
20.8m2

","

動画

","



追加

追加

","
詳細を見る",New,東京メトロ銀座線 新橋駅 地下1地上14階建 築8年,東京都港区新橋６,東京メトロ銀座線/新橋駅 歩9分 --- 都営三田線/御成門駅 歩6分 --- 都営大江戸線/汐留駅 歩8分,築8年,地下1地上14階建
722,"
 
","




","
											14階","

10.5万円
15000円

","

-
10.5万円

","

1K
21.52m2

","


","



追加

追加

","
詳細を見る",Exsiting,東京メトロ銀座線 新橋駅 地下1地上14階建 築8年,東京都港区新橋６,東京メトロ銀座線/新橋駅 歩9分 --- 都営三田線/御成門駅 歩6分 --- 都営大江戸線/汐留駅 歩8分,築8年,地下1地上14階建
723,"
 
","




","
											3階","

10.8万円
5000円

","

10.8万円
10.8万円

","

1K
25.17m2

","


","



追加

追加

","
詳細を見る",Exsiting,フジヨシ白金高輪アジールコート,東京都港区高輪１,都営三田線/白金高輪駅 歩5分 --- 都営浅草線/泉岳寺駅 歩8分 --- ＪＲ山手線/田町駅 歩16分,築15年,9階建
724,"
 
","




","
											4階","

10.9万円
5000円

","

10.9万円
10.9万円

","

1K
25.17m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,フジヨシ白金高輪アジールコート,東京都港区高輪１,都営三田線/白金高輪駅 歩5分 --- 都営浅草線/泉岳寺駅 歩8分 --- ＪＲ山手線/田町駅 歩16分,築15年,9階建
725,"
 
","




","
											7階","

11.4万円
5000円

","

11.4万円
11.4万円

","

1K
23.27m2

","


","



追加

追加

","
詳細を見る",Exsiting,フジヨシ白金高輪アジールコート,東京都港区高輪１,都営三田線/白金高輪駅 歩5分 --- 都営浅草線/泉岳寺駅 歩8分 --- ＪＲ山手線/田町駅 歩16分,築15年,9階建
726,"
 
","




","
											8階","

11.5万円
5000円

","

11.5万円
11.5万円

","

1K
25.17m2

","


","



追加

追加

","
詳細を見る",Exsiting,フジヨシ白金高輪アジールコート,東京都港区高輪１,都営三田線/白金高輪駅 歩5分 --- 都営浅草線/泉岳寺駅 歩8分 --- ＪＲ山手線/田町駅 歩16分,築15年,9階建
727,"
 
","




","
											7階","

11.2万円
7000円

","

-
-

","

1K
27.3m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,オーク高輪2,東京都港区高輪１,東京メトロ南北線/白金高輪駅 歩2分 --- 都営浅草線/泉岳寺駅 歩13分 --- 東京メトロ南北線/白金台駅 歩11分,築12年,9階建
728,"
 
","




","
											4階","

11万円
10000円

","

11万円
-

","

ワンルーム
21.09m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,リビオレゾン新虎通り,東京都港区新橋４,ＪＲ山手線/新橋駅 歩6分 --- 都営大江戸線/汐留駅 歩7分 --- 都営三田線/御成門駅 歩9分,新築,13階建
729,"
 
","




","
											2階","

9.8万円
10000円

","

9.8万円
9.8万円

","

ワンルーム
18.3m2

","


","



追加

追加

","
詳細を見る",New,東京メトロ千代田線 赤坂駅 3階建 築1年,東京都港区赤坂６,東京メトロ千代田線/赤坂駅 歩6分 --- 東京メトロ日比谷線/六本木駅 歩10分 --- 東京メトロ南北線/六本木一丁目駅 歩12分,築1年,3階建
730,"
 
","




","
											3階","

10万円
12000円

","

-
-

","

1K
22.98m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,メイクスデザイン芝公園,東京都港区芝１,ＪＲ山手線/田町駅 歩8分 --- ＪＲ山手線/浜松町駅 歩10分 --- 都営浅草線/三田駅 歩7分,築4年,12階建
731,"
 
","




","
											2階","

10.45万円
8000円

","

10.45万円
10.45万円

","

ワンルーム
22.29m2

","

動画

","



追加

追加

","
詳細を見る",Exsiting,メイクスデザイン芝公園,東京都港区芝１,ＪＲ山手線/田町駅 歩8分 --- ＪＲ山手線/浜松町駅 歩10分 --- 都営浅草線/三田駅 歩7分,築4年,12階建
732,"
 
","




","
											2階","

10.45万円
10000円

","

10.45万円
10.45万円

","

ワンルーム
22.29m2

","


","



追加

追加

","
詳細を見る",Exsiting,メイクスデザイン芝公園,東京都港区芝１,ＪＲ山手線/田町駅 歩8分 --- ＪＲ山手線/浜松町駅 歩10分 --- 都営浅草線/三田駅 歩7分,築4年,12階建
733,"
 
","




","
											3階","

10.5万円
10000円

","

-
-

","

1K
22.98m2

","


","



追加

追加

","
詳細を見る",Exsiting,メイクスデザイン芝公園,東京都港区芝１,ＪＲ山手線/田町駅 歩8分 --- ＪＲ山手線/浜松町駅 歩10分 --- 都営浅草線/三田駅 歩7分,築4年,12階建
734,"
 
","




","
											2階","

10.75万円
8000円

","

10.75万円
10.75万円

","

ワンルーム
22.29m2

","


","



追加

追加

","
詳細を見る",Exsiting,メイクスデザイン芝公園,東京都港区芝１,ＪＲ山手線/田町駅 歩8分 --- ＪＲ山手線/浜松町駅 歩10分 --- 都営浅草線/三田駅 歩7分,築4年,12階建
735,"
 
","




","
											2階","

9.9万円
5000円

","

9.9万円
-

","

ワンルーム
26.1m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ＴＳビル,東京都港区三田３,ＪＲ山手線/田町駅 歩5分 --- 都営三田線/三田駅 歩5分 --- 東京メトロ南北線/白金高輪駅 歩13分,築11年,4階建
736,"
 
","




","
											9階","

10万円
10000円

","

10万円
5万円

","

1K
25.53m2

","


","



追加

追加

","
詳細を見る",Exsiting,L-Flat田町,東京都港区芝浦１,ＪＲ山手線/田町駅 歩7分 --- 都営三田線/三田駅 歩9分 --- 新交通ゆりかもめ/日の出駅 歩11分,築15年,12階建
737,"
 
","




","
											5階","

10.8万円
10000円

","

-
10.8万円

","

1K
26.95m2

","


","



追加

追加

","
詳細を見る",Exsiting,L-Flat田町,東京都港区芝浦１,ＪＲ山手線/田町駅 歩7分 --- 都営三田線/三田駅 歩9分 --- 新交通ゆりかもめ/日の出駅 歩11分,築15年,12階建
738,"
 
","




","
											6階","

10.4万円
8000円

","

-
10.4万円

","

1K
25.5m2

","


","



追加

追加

","
詳細を見る",Exsiting,ルーブル三田,東京都港区芝４,都営浅草線/三田駅 歩4分 --- 都営三田線/芝公園駅 歩6分 --- ＪＲ山手線/田町駅 歩10分,築10年,10階建
739,"
 
","




","
											2階","

8.8万円
10500円

","

-
8.8万円

","

1K
20.5m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 浜松町駅 15階建 築15年,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
740,"
 
","




","
											9階","

9.1万円
10500円

","

-
9.1万円

","

1K
20.5m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 浜松町駅 15階建 築15年,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
741,"
 
","




","
											5階","

9.3万円
10500円

","

-
9.3万円

","

1K
20.55m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 浜松町駅 15階建 築15年,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
742,"
 
","




","
											11階","

9.5万円
10500円

","

-
9.5万円

","

1K
20.5m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 浜松町駅 15階建 築15年,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
743,"
 
","




","
											13階","

9.7万円
10500円

","

-
9.7万円

","

1K
20.55m2

","


","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 浜松町駅 15階建 築15年,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
744,"
 
","




","
											14階","

9.8万円
10500円

","

-
9.8万円

","

1K
20.44m2

","

パノラマ

","



追加

追加

","
詳細を見る",Exsiting,ＪＲ山手線 浜松町駅 15階建 築15年,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
745,"
 
","




","
											2階","

9.5万円
10000円

","

9.5万円
9.5万円

","

1K
20.21m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る",Exsiting,セルカディア港区芝浦,東京都港区芝浦２,ＪＲ山手線/田町駅 歩7分 --- 都営三田線/三田駅 歩7分 --- 新交通ゆりかもめ/芝浦ふ頭駅 歩9分,築15年,9階建
746,"
 
","




","
											4階","

10.1万円
10500円

","

-
10.1万円

","

1K
20.21m2

","


","



追加

追加

","
詳細を見る",Exsiting,セルカディア港区芝浦,東京都港区芝浦２,ＪＲ山手線/田町駅 歩7分 --- 都営三田線/三田駅 歩7分 --- 新交通ゆりかもめ/芝浦ふ頭駅 歩9分,築15年,9階建
747,"
 
","




","
											3階","

10.1万円
10500円

","

-
10.1万円

","

1K
20.21m2

","


","



追加

追加

","
詳細を見る",Exsiting,セルカディア港区芝浦,東京都港区芝浦２,ＪＲ山手線/田町駅 歩7分 --- 都営三田線/三田駅 歩7分 --- 新交通ゆりかもめ/芝浦ふ頭駅 歩9分,築15年,9階建
748,"
 
","




","
											2階","

10.1万円
10500円

","

-
10.1万円

","

1K
20.21m2

","


","



追加

追加

","
詳細を見る",Exsiting,セルカディア港区芝浦,東京都港区芝浦２,ＪＲ山手線/田町駅 歩7分 --- 都営三田線/三田駅 歩7分 --- 新交通ゆりかもめ/芝浦ふ頭駅 歩9分,築15年,9階建
749,"
 
","




","
											9階","

9.1万円
10500円

","

-
9.1万円

","

1K
20.5m2

","


","



追加

追加

","
詳細を見る",Exsiting,トーシンフェニックス芝アストラーレ,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
750,"
 
","




","
											5階","

9.3万円
10500円

","

-
9.3万円

","

1K
20.55m2

","


","



追加

追加

","
詳細を見る",Exsiting,トーシンフェニックス芝アストラーレ,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
751,"
 
","




","
											11階","

9.5万円
10500円

","

-
9.5万円

","

1K
20.5m2

","


","



追加

追加

","
詳細を見る",Exsiting,トーシンフェニックス芝アストラーレ,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
752,"
 
","




","
											14階","

9.8万円
10500円

","

-
9.8万円

","

1K
20.44m2

","


","



追加

追加

","
詳細を見る",Exsiting,トーシンフェニックス芝アストラーレ,東京都港区芝１,ＪＲ山手線/浜松町駅 歩7分 --- 都営大江戸線/大門駅 歩7分 --- 都営三田線/芝公園駅 歩7分,築15年,15階建
753,"
 
","




","
											7階","

11万円
8000円

","

11万円
11万円

","

1K
25.5m2

","


","



追加

追加

","
詳細を見る",New,A-standard芝浦,東京都港区海岸３,新交通ゆりかもめ/芝浦ふ頭駅 歩4分 --- ＪＲ山手線/田町駅 歩11分 --- 都営三田線/三田駅 歩14分,築5年,12階建
754,"
 
","




","
											4階","

9.7万円
12000円

","

-
9.7万円

","

1K
22.42m2

","


","



追加

追加

","
詳細を見る",New,プレミアムキューブ田町,東京都港区芝浦１,ＪＲ山手線/田町駅 歩8分 --- 都営三田線/三田駅 歩8分 --- 新交通ゆりかもめ/日の出駅 歩10分,築12年,9階建
755,"
 
","




","
											6階","

10.9万円
10000円

","

-
-

","

1K
21.13m2

","


","



追加

追加

","
詳細を見る",New,SYFORME SHIROKANE-TAKANAWA,東京都港区三田５,東京メトロ南北線/白金高輪駅 歩4分 --- 都営浅草線/泉岳寺駅 歩11分 --- ＪＲ山手線/田町駅 歩14分,築2年,11階建
756,"
 
","




","
											7階","

10.55万円
12000円

","

-
-

","

1K
20.5m2

","


","



追加

追加

","
詳細を見る",Exsiting,ハーモニーレジデンス田町,東京都港区芝浦１,ＪＲ山手線/田町駅 歩8分 --- 都営三田線/三田駅 歩9分 --- 都営浅草線/三田駅 歩9分,築8年,8階建
